COMPANY_ID,ASX_TICKER,COMPANY_NAME,GICS_SECTOR,GICS_INDUSTRY,MARKET_CAP_AUD,HQ_CITY,HQ_COUNTRY,EMPLOYEE_COUNT,WEBSITE_URL,CAREERS_URL,IR_URL,BLOG_URL,GOVERNANCE_URL,ANNUAL_REPORT_URL
da739340b1ace9cd,ALQ.AX,ALS,Industrials,,,,AU,,,,,,,
f17ff738b3691eb9,ALX.AX,Atlas Arteria,Industrials,,,,AU,,https://www.atlas.com.au/,https://www.atlas.com.au/careers,https://www.atlas.com.au/investors,https://www.atlas.com.au/blog,https://www.atlas.com.au/governance,https://www.atlas.com.au/investors
1ce428b9cf14e189,AMC.AX,Amcor,Materials,,,,AU,,https://www.amcor.com/,https://www.amcor.com/careers,https://www.amcor.com/investors,https://www.amcor.com/blog,https://www.amcor.com/governance,https://www.amcor.com/investors
2a1bf270609d4dc4,AMP.AX,AMP,Financials,,,,AU,,https://www.amp.com.au/,https://www.amp.com.au/careers,https://www.amp.com.au/investors,https://www.amp.com.au/blog,https://www.amp.com.au/governance,https://www.amp.com.au/investors
cdc90fa1e6e17c76,ANN.AX,Ansell,Healthcare,,,,AU,,https://www.ansell.com/au/en,https://www.ansell.com/au/en/careers,https://www.ansell.com/au/en/investors,https://www.ansell.com/au/en/blog,https://www.ansell.com/au/en/governance,https://www.ansell.com/au/en/investors
90d4407b13443ea8,ANZ.AX,Australia & New Zealand Banking Group,Financials,,,,AU,,https://www.australia.com/en,https://www.australia.com/en/careers,https://www.australia.com/en/investors,https://www.australia.com/en/blog,https://www.australia.com/en/governance,https://www.australia.com/en/investors
0a54a570afda0ffd,APA.AX,APA Group,Utilities,,,,AU,,https://www.apa.com.au/,https://www.apa.com.au/careers,https://www.apa.com.au/investors,https://www.apa.com.au/blog,https://www.apa.com.au/governance,https://www.apa.com.au/investors
56d6e997cec682de,APE.AX,Eagers Automotive,Consumer Discretionary,,,,AU,,https://www.eagersautomotive.com.au/,https://www.eagersautomotive.com.au/careers,https://www.eagersautomotive.com.au/investors,https://www.eagersautomotive.com.au/blog,https://www.eagersautomotive.com.au/governance,https://www.eagersautomotive.com.au/investors
5d7bd650d9f4a77e,ARB.AX,ARB Corporation,Consumer Discretionary,,,,AU,,https://www.arb.com.au/,https://www.arb.com.au/careers,https://www.arb.com.au/investors,https://www.arb.com.au/blog,https://www.arb.com.au/governance,https://www.arb.com.au/investors
b0a118006390739f,ARG.AX,Argo Investments,Financials,,,,AU,,https://www.argo.com.au/,https://www.argo.com.au/careers,https://www.argo.com.au/investors,https://www.argo.com.au/blog,https://www.argo.com.au/governance,https://www.argo.com.au/investors
